total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,remaining_units,leak_detected
3,0,259.84,7.07,110.75,0
1,2,49.91,5.96,32.15,0
8,2,720.89,58.19,54.48,0
4,1,271.44,1.71,128.13,0
2,3,141.51,14.37,70.27,1
3,4,223.46,4.59,1.33,1
4,0,262.47,19.36,24.38,0
4,3,276.44,31.92,28.37,0
1,4,44.7,3.25,107.17,0
7,1,210.44,4.36,20.12,0
2,4,84.25,0.99,297.63,1
1,4,39.76,0.72,1412.05,0
1,2,49.39,0.91,286.67,1
4,4,244.12,0.0,12.2,1
2,4,118.58,1.55,1.44,0
1,1,86.55,3.01,114.15,0
3,4,219.27,28.51,123.39,0
4,3,188.69,0.0,415.0,0
1,4,49.5,1.83,32.26,0
3,3,266.2,7.7,32.69,0
3,3,241.34,22.73,36.8,0
2,3,130.06,18.49,22.37,1
4,3,213.21,2.81,149.48,0
1,4,40.56,3.68,11.06,0
1,4,46.08,2.27,15.01,0
4,3,300.18,37.98,5.49,0
2,5,74.44,2.14,49.4,0
1,4,29.93,3.33,2563.41,0
3,4,109.11,10.41,32.67,0
7,2,374.9,10.67,123.21,1
5,2,255.96,17.66,71.08,0
5,3,335.74,28.07,149.25,0
6,3,291.87,7.31,38.92,1
8,5,414.46,41.0,10.69,0
5,1,449.02,0.0,57.23,0
4,3,248.5,8.72,126.05,0
3,2,250.94,24.58,396.72,0
2,4,151.03,3.5,459.71,1
5,0,236.29,27.29,213.7,0
10,3,303.54,0.91,3.0,0
3,3,127.18,3.2,4.56,0
5,1,421.69,16.52,2678.31,0
3,3,172.64,4.95,513.63,0
3,4,194.38,22.17,308.26,1
3,2,140.01,10.85,11.86,0
4,5,164.91,4.94,119.63,0
3,1,290.7,38.91,1567.74,0
5,2,404.64,43.46,1064.54,1
6,4,353.22,9.51,6.27,1
6,3,264.42,9.09,1.75,1
2,3,114.02,0.06,503.63,1
6,2,373.95,0.2,32.58,0
3,3,174.01,0.68,140.52,0
3,2,206.31,19.64,126.2,0
5,4,253.87,6.72,505.14,0
3,3,170.17,13.43,335.09,1
1,3,55.1,5.84,9.97,0
3,4,99.08,2.12,439.04,0
5,4,238.11,1.64,10.48,0
3,4,203.12,0.99,35.02,1
4,4,86.85,1.77,587.76,0
4,1,225.66,28.87,31.21,0
5,4,414.64,0.93,2392.44,1
6,2,244.98,0.52,148.1,1
3,2,175.05,3.07,6.5,0
2,0,110.29,3.94,136.37,0
3,4,137.31,10.17,441.59,0
3,4,253.29,18.25,5.65,1
5,2,219.74,4.78,13.0,0
1,2,60.53,0.0,115.06,0
3,3,110.11,11.53,78.82,0
5,3,427.19,14.73,150.53,0
4,3,239.8,1.0,145.09,0
5,3,143.12,5.01,100.95,0
5,3,223.54,2.85,428.02,0
5,4,286.64,21.43,327.02,0
5,3,242.82,4.79,2367.29,0
3,4,180.05,15.07,46.82,0
9,2,457.35,0.82,200.84,0
4,2,320.3,8.53,127.2,0
2,2,173.6,21.95,10.82,0
2,2,105.13,0.45,55.13,0
5,5,275.67,20.17,286.02,1
7,3,154.34,15.84,7.84,0
2,3,123.15,14.45,481.05,0
1,3,63.28,0.61,109.85,0
6,3,335.4,29.62,417.15,0
7,2,392.87,12.49,12.29,0
2,3,57.06,7.97,44.23,0
3,3,152.49,3.06,1994.15,0
4,5,175.74,20.76,93.86,0
3,3,145.35,1.08,311.07,0
6,5,497.11,6.8,458.05,0
1,3,74.93,0.12,469.61,0
1,2,84.61,6.13,71.1,1
2,3,96.64,0.37,3.13,1
2,4,100.08,6.21,58.01,0
1,3,49.33,3.38,88.49,0
1,1,45.51,1.53,69.02,0
5,1,260.31,0.42,29.21,0
2,2,122.76,4.41,132.99,0
7,3,375.23,34.81,499.28,0
3,4,119.42,2.55,112.66,0
4,3,271.6,16.6,581.35,0
2,4,83.62,2.86,421.7,1
2,3,113.56,0.42,71.41,0
4,3,191.37,3.54,8.37,1
4,2,274.29,21.66,2.03,1
5,4,197.88,6.98,923.79,0
5,2,198.09,0.47,474.11,0
4,2,222.81,3.71,137.06,0
3,2,165.89,12.14,10.15,1
6,1,376.0,7.24,514.93,0
4,3,212.08,25.62,137.77,0
10,2,604.53,1.12,59.51,1
5,3,244.64,5.23,589.21,0
1,3,43.11,0.81,2507.42,0
3,3,203.04,3.72,117.43,0
4,2,257.56,20.53,545.65,0
5,4,189.74,16.07,136.28,1
4,3,127.12,10.34,1971.75,0
5,2,156.36,0.0,12.62,1
2,4,123.67,0.0,2313.94,0
2,1,112.59,15.1,378.47,1
1,4,61.04,1.43,2219.78,0
4,3,210.72,4.64,9.77,0
5,1,273.52,29.28,54.62,0
3,4,150.82,12.83,93.31,0
4,2,138.49,11.99,280.08,0
1,4,52.91,3.54,53.29,1
1,2,49.38,0.0,86.88,0
5,3,169.93,6.03,6.75,1
3,5,127.51,3.82,2666.14,0
4,3,164.63,15.66,22.01,1
6,2,347.92,28.59,155.03,0
6,3,226.22,0.36,538.11,1
2,3,63.74,1.19,34.63,0
3,3,143.35,8.76,248.99,0
5,4,241.97,4.04,36.43,0
5,4,288.16,11.51,1870.67,1
5,2,156.92,0.13,1245.14,0
2,4,84.85,6.0,15.93,0
2,5,57.94,7.29,2820.97,0
4,2,259.37,1.26,574.48,0
5,2,321.73,10.47,30.24,0
3,0,142.13,17.1,21.12,0
1,1,46.38,4.34,508.03,0
5,5,340.28,26.29,4.67,1
2,3,143.31,2.65,107.06,0
2,3,114.89,9.98,129.72,0
2,2,130.62,7.58,2177.2,0
3,2,177.24,4.07,49.13,0
4,3,141.32,0.41,93.35,0
3,4,144.57,1.24,131.83,0
1,3,59.03,3.75,552.86,1
1,0,69.69,4.96,8.17,0
2,4,71.28,2.53,146.4,0
4,4,244.35,8.63,310.49,0
1,3,53.08,4.9,382.73,0
4,3,134.75,4.0,186.3,0
1,2,45.3,0.0,56.88,0
2,2,134.63,12.31,63.31,0
2,3,186.68,0.31,261.78,0
1,4,56.11,0.0,10.16,0
4,2,246.02,24.31,216.6,0
3,2,167.66,17.25,706.23,0
6,3,207.47,20.66,14.6,0
1,2,62.71,4.72,425.68,1
2,4,54.85,4.87,6.05,1
3,3,213.37,4.47,107.6,0
5,3,483.72,0.85,14.38,0
3,2,149.15,13.69,294.18,0
3,4,146.6,3.72,7.07,0
3,3,192.09,5.87,306.99,1
1,4,58.35,1.3,72.21,0
7,0,271.07,24.96,166.23,1
4,2,179.51,13.12,363.51,0
5,3,250.29,7.45,63.21,1
4,3,231.77,20.35,3.2,0
4,2,111.18,2.27,289.29,0
1,2,60.59,8.04,90.29,1
4,2,149.48,13.98,4.1,0
2,4,80.76,5.39,536.31,0
3,2,94.03,3.23,45.82,0
4,3,316.41,7.58,7.96,0
5,3,275.43,26.17,81.4,0
5,4,252.45,7.02,588.25,0
4,2,125.0,2.73,262.61,0
2,2,122.64,2.6,2.34,1
3,3,113.49,7.09,376.69,0
1,2,56.13,0.64,2278.86,1
5,3,225.83,0.85,59.41,0
7,3,188.47,2.33,1.1,1
2,5,82.28,8.29,201.21,0
1,3,50.39,3.65,1874.64,0
3,1,199.48,21.21,2750.34,1
6,3,364.94,13.28,576.59,0
4,4,188.06,0.37,571.66,1
1,4,41.98,3.52,24.28,1
8,5,436.29,7.55,199.82,0
6,4,170.01,0.46,101.12,0
2,2,138.7,11.32,405.37,0
7,0,520.74,0.79,2410.89,0
3,3,201.2,1.25,55.82,0
3,3,201.65,5.24,60.28,0
3,2,262.29,0.57,53.22,0
6,2,422.09,0.18,11.08,0
4,5,89.92,5.95,75.04,0
1,5,57.72,1.14,13.33,1
7,2,357.13,7.6,1731.03,1
2,2,165.13,13.05,2113.03,0
5,4,80.85,3.09,457.53,1
4,3,247.7,24.57,133.72,0
2,4,145.32,10.46,1004.07,0
2,3,94.24,9.83,2929.49,0
6,4,380.48,5.79,317.55,1
3,3,156.14,4.07,13.54,1
4,4,179.66,0.2,329.05,0
4,2,227.9,23.41,420.24,0
5,3,238.14,18.26,418.78,1
3,3,251.56,4.85,99.52,1
2,3,106.35,0.61,122.29,0
3,2,107.3,8.65,66.82,0
6,3,319.45,0.0,149.78,0
3,2,158.81,4.65,20.21,0
2,4,85.65,2.83,114.17,0
7,2,420.65,0.49,14.37,0
5,4,268.79,1.07,70.15,0
1,3,38.45,0.0,649.23,1
10,3,487.02,54.79,2143.57,1
5,2,325.15,25.25,56.9,0
2,5,89.63,2.37,380.76,1
2,2,141.48,3.53,2.08,1
5,4,328.6,5.04,46.85,0
5,2,261.56,28.45,108.06,0
2,4,156.02,3.05,140.71,0
2,4,88.81,2.65,101.0,1
3,4,152.59,9.6,2431.5,0
4,4,248.24,3.37,67.03,0
2,3,143.13,12.1,295.54,0
1,2,62.67,1.21,1076.16,0
4,2,268.47,26.33,127.13,0
5,2,283.82,18.12,67.28,0
4,2,256.25,28.61,13.89,1
3,3,93.43,1.29,147.95,0
3,4,183.9,4.04,364.72,0
3,0,107.07,6.7,244.97,0
7,2,519.97,1.22,106.14,0
5,3,220.19,24.49,115.92,0
2,4,99.32,0.39,801.02,1
3,2,103.05,8.15,597.64,0
4,3,252.39,24.13,2058.93,0
4,3,178.19,4.15,101.84,1
3,2,110.06,8.8,9.27,0
5,3,266.06,4.41,2698.2,1
5,3,142.26,4.31,676.65,0
4,4,131.63,2.73,753.5,0
6,4,343.15,0.31,198.83,0
5,4,240.93,1.0,361.62,0
5,3,287.79,19.73,107.14,1
7,2,468.63,2.37,1159.47,1
2,2,105.6,0.42,86.49,0
2,3,100.88,0.24,76.33,0
6,4,443.44,2.06,47.25,1
5,3,253.14,0.52,284.77,1
7,4,291.5,8.62,427.16,0
1,2,35.36,2.97,11.87,0
4,1,242.87,3.01,1180.59,1
2,4,108.4,0.31,5.66,1
4,4,230.12,7.21,329.81,0
2,3,119.2,0.0,528.27,0
2,1,180.33,3.92,135.99,0
1,1,71.7,3.03,5.35,1
4,1,380.68,9.7,514.93,1
3,3,190.61,5.99,1.42,1
1,2,37.15,1.24,519.27,0
3,3,256.46,4.47,10.38,0
2,3,118.74,3.69,55.58,0
7,3,233.23,4.63,433.89,0
3,3,158.69,17.87,133.29,0
3,3,157.92,0.27,336.44,0
6,3,243.32,0.15,212.14,1
4,2,275.06,18.75,24.02,0
5,3,428.95,20.41,27.18,0
4,1,184.85,18.86,486.68,0
7,2,420.68,30.76,112.93,0
2,2,44.62,2.88,12.43,1
9,2,425.13,9.05,81.89,0
6,3,402.32,8.33,80.93,0
4,5,195.71,0.31,34.78,0
4,4,169.34,3.35,1422.16,0
4,4,192.59,0.6,14.33,0
1,4,37.59,2.79,3.03,0
2,5,132.28,4.25,571.37,1
8,4,403.86,3.65,77.18,1
4,3,259.48,17.74,1496.01,0
3,3,149.79,14.65,2079.03,0
5,2,342.61,39.34,372.77,1
4,0,214.58,13.96,11.56,0
1,3,70.19,0.0,42.69,0
5,3,270.74,5.27,327.13,0
5,4,210.38,29.65,147.45,1
2,4,74.67,2.41,144.51,0
7,5,299.15,10.51,269.68,1
2,3,101.22,2.11,43.16,0
3,5,214.79,6.14,80.24,0
1,4,57.08,0.57,35.54,0
4,0,288.93,1.13,104.5,0
3,3,205.08,6.4,82.69,1
3,3,103.34,2.32,94.26,0
6,0,321.92,30.16,463.28,0
1,3,39.07,0.0,237.24,0
5,3,449.33,84.49,71.13,1
4,2,232.44,0.61,305.03,0
9,4,342.8,20.41,3.71,0
4,3,253.11,19.29,66.42,0
1,2,52.08,1.63,36.06,1
1,4,32.75,0.61,94.03,0
6,3,399.08,26.7,1.05,1
6,3,447.76,34.21,359.28,0
3,4,119.32,0.31,9.6,0
4,2,130.66,2.47,1.82,0
3,3,104.5,7.36,1.34,1
8,4,390.16,0.98,142.18,0
7,3,533.62,33.78,252.33,1
9,0,662.44,14.77,181.84,0
6,4,320.93,0.87,82.39,0
6,5,296.72,6.4,260.8,0
2,3,105.81,0.25,480.34,1
6,4,302.22,0.81,132.68,0
5,3,421.89,44.68,9.1,0
8,3,407.51,33.47,7.56,0
4,2,186.79,4.34,50.08,0
1,4,78.6,7.9,145.22,0
4,5,209.96,7.03,1.43,1
5,4,168.41,6.02,418.15,0
2,2,107.84,3.09,40.24,0
3,3,168.21,16.33,74.43,0
4,5,195.96,4.97,14.34,1
3,2,124.81,17.08,50.98,0
3,3,135.87,13.59,57.88,0
2,4,92.99,7.24,11.84,0
7,4,308.97,23.16,2.88,1
5,2,336.48,5.53,156.27,1
1,1,54.59,2.52,52.36,0
5,3,235.24,1.31,45.84,0
5,5,244.25,6.51,79.92,0
1,3,65.69,0.0,502.67,0
3,3,202.32,4.66,79.01,0
4,4,211.24,12.63,332.06,1
3,3,217.52,0.62,58.87,0
5,3,188.27,5.04,102.42,1
3,3,89.93,2.87,144.69,0
2,3,94.05,1.53,11.87,0
8,2,556.16,66.27,348.69,0
2,1,158.18,16.77,12.34,0
5,4,407.52,0.0,1818.73,0
2,2,48.86,1.18,60.62,0
3,1,151.72,11.58,19.66,0
3,3,139.1,0.36,26.67,0
2,3,125.33,3.3,121.15,1
3,3,180.67,0.08,8.97,0
2,3,120.32,3.2,334.11,1
4,2,338.65,26.86,85.83,0
4,0,266.34,6.02,128.22,0
1,1,60.26,5.86,1430.07,1
6,5,305.45,28.58,134.72,0
2,3,145.51,4.99,5.42,0
2,3,89.73,1.1,197.3,0
4,3,170.95,5.78,69.97,0
3,3,218.31,17.69,146.53,0
3,3,134.53,13.48,397.85,1
2,4,130.7,0.05,86.71,0
5,2,187.31,0.18,0.68,0
4,3,193.32,2.31,218.84,0
2,4,127.8,4.08,10.53,0
3,2,193.29,3.26,14.27,0
5,3,266.83,7.8,205.32,0
4,3,221.44,0.82,212.5,1
1,3,64.95,5.81,85.61,1
3,1,162.17,4.87,15.27,0
2,2,159.91,4.55,13.52,0
4,1,346.99,21.71,293.63,0
6,4,339.78,26.31,30.68,0
3,5,107.25,9.53,1004.06,0
3,1,198.26,22.65,10.28,0
6,1,225.49,0.94,11.53,0
4,3,263.52,21.37,49.51,0
4,3,182.37,15.38,234.22,0
2,3,72.9,2.52,2269.11,0
4,4,292.64,21.84,5.43,0
4,4,329.68,12.1,2.79,1
3,2,200.57,5.04,197.31,0
10,0,493.67,20.44,816.57,0
6,4,271.75,8.33,81.05,0
5,3,316.15,8.35,87.87,0
4,5,300.48,9.78,4.18,0
3,3,208.07,0.93,1.58,0
2,3,129.05,11.39,22.52,0
3,3,156.63,0.22,494.57,1
5,2,340.34,8.08,467.74,0
3,2,97.36,7.66,94.77,0
6,4,307.79,26.79,129.71,0
2,2,115.2,0.0,79.59,0
4,2,159.24,10.75,7.95,0
4,3,175.89,5.0,1968.72,0
4,3,150.67,3.74,10.6,0
6,0,529.31,11.76,121.04,0
9,3,404.92,5.29,125.45,0
1,3,63.32,4.42,181.24,0
2,4,110.71,3.29,6.28,1
2,4,125.07,9.23,566.56,1
5,4,188.03,12.54,597.98,0
3,4,80.13,2.7,209.63,0
5,4,392.1,1.16,12.77,1
3,4,193.13,0.79,77.77,0
4,2,258.14,5.37,2528.16,0
5,3,175.5,3.13,33.19,1
4,3,183.44,3.61,813.58,0
4,4,183.1,15.54,4.83,0
1,3,62.73,1.65,51.56,0
3,2,266.96,28.28,477.11,0
4,5,228.62,16.4,309.23,0
3,4,120.72,0.44,394.91,0
6,3,142.53,0.78,144.9,0
6,4,378.93,13.91,80.03,0
6,3,364.25,11.83,101.49,0
3,0,250.89,23.29,17.41,1
5,2,325.98,0.0,0.96,0
3,5,244.81,1.39,6.26,0
2,2,199.58,0.76,398.3,0
3,4,185.82,0.34,72.63,1
1,3,56.89,1.15,36.65,0
3,4,97.73,2.7,126.6,0
3,3,142.38,0.88,14.45,1
7,3,542.63,2.29,1679.95,1
3,2,164.77,16.99,91.26,1
6,1,235.64,25.8,1891.67,0
2,4,59.56,1.56,324.08,0
2,1,179.47,12.51,88.33,1
4,4,254.13,15.95,2697.7,0
4,3,303.25,5.12,143.2,1
1,4,46.93,1.06,2116.65,0
2,2,90.87,2.87,371.17,0
3,3,169.56,0.0,630.32,0
3,3,129.32,2.54,5.1,1
5,1,409.03,30.31,6.14,1
4,4,231.2,27.65,288.36,1
2,3,87.66,0.0,122.91,0
6,2,410.69,9.56,2114.69,0
2,3,111.74,6.67,2298.72,0
5,1,292.34,6.45,89.61,0
5,4,221.46,12.49,211.75,0
8,3,591.6,1.67,509.33,0
3,2,269.68,4.82,75.58,0
4,2,199.3,0.6,171.34,0
3,4,278.77,42.32,288.07,0
4,4,266.73,7.25,23.02,1
3,1,235.84,19.3,1.5,1
3,1,150.33,3.89,164.21,0
6,4,170.28,2.37,85.6,1
1,2,45.1,2.6,53.52,0
6,2,173.5,4.81,198.55,0
6,2,256.28,21.95,532.71,0
4,3,205.03,0.0,42.3,1
3,4,101.1,0.68,25.37,1
3,3,118.57,9.92,119.11,0
10,0,569.72,78.48,170.91,0
1,3,59.28,0.96,180.87,0
4,2,356.79,1.1,107.43,1
5,3,290.48,6.41,243.25,1
7,3,252.72,1.01,63.59,0
5,5,248.34,26.29,543.36,0
4,3,277.44,0.97,83.58,0
1,3,92.76,1.56,582.82,1
3,3,202.01,4.53,53.49,0
2,2,131.93,6.14,423.76,0
6,3,415.05,1.05,60.86,0
5,2,295.83,30.05,462.53,0
5,3,281.32,6.21,598.29,0
4,2,210.49,0.82,366.96,0
4,3,317.56,10.67,198.0,0
2,3,122.16,4.62,1988.07,0
3,3,131.86,10.81,486.09,1
2,3,146.43,1.12,172.4,0
5,3,225.03,23.33,88.13,0
2,2,98.95,0.44,26.18,0
5,4,288.58,0.14,127.45,0
5,0,193.66,14.38,98.58,0
3,2,201.07,6.56,9.73,0
2,1,170.4,3.49,14.57,0
3,3,88.55,9.07,9.63,0
3,2,150.92,11.68,479.75,0
5,2,244.6,21.66,589.55,0
1,3,57.84,1.32,491.38,0
6,3,269.58,8.18,162.32,0
5,3,244.99,29.84,144.46,0
2,3,164.46,11.1,5.51,0
5,5,141.12,4.97,194.77,0
4,4,246.24,0.12,14.4,1
5,2,154.14,11.33,2.17,1
2,4,107.37,0.35,3.18,0
2,3,143.42,0.88,118.05,0
2,1,78.55,2.44,554.56,1
3,1,149.34,3.59,136.54,0
5,4,224.84,4.15,13.67,1
5,3,139.13,3.97,13.38,0
7,3,395.52,11.72,109.6,0
1,2,52.45,3.31,371.19,0
1,4,28.78,2.08,439.15,0
5,3,376.39,9.08,236.25,0
2,4,116.46,8.25,42.32,0
3,1,173.93,10.84,2875.35,0
4,3,259.92,21.67,1048.58,0
1,3,44.6,3.38,95.29,0
4,2,359.13,13.03,140.56,1
3,3,89.19,2.88,529.1,0
4,2,195.66,16.81,7.65,0
6,5,212.62,17.82,248.29,0
2,3,114.08,9.19,42.13,1
7,2,247.56,16.15,481.64,0
4,3,169.46,0.46,86.6,0
7,3,395.5,12.31,133.25,0
2,3,101.64,11.14,424.79,0
4,5,145.26,2.56,79.36,0
3,4,112.98,1.49,2664.58,1
5,3,150.83,5.32,162.45,0
4,3,179.8,11.79,2.19,1
3,3,116.73,7.56,147.67,0
7,2,327.38,0.82,0.67,0
3,4,195.78,0.76,85.67,1
2,4,126.21,2.97,118.6,1
4,4,151.32,2.37,35.64,0
4,2,197.03,17.23,128.42,0
3,2,262.16,22.03,14.45,1
3,2,101.07,0.46,972.04,0
7,1,632.12,64.24,32.65,1
5,5,224.78,21.57,2.27,1
1,4,56.55,0.69,63.01,0
2,1,124.02,10.61,137.04,1
8,3,604.86,1.69,2953.56,0
5,2,179.74,1.02,122.47,0
7,0,495.31,11.56,4.77,1
3,2,147.13,3.31,14.59,0
5,3,189.73,21.58,20.73,0
5,0,206.85,22.02,126.05,0
2,2,96.07,3.82,10.47,1
4,3,110.66,0.08,51.65,0
4,2,199.53,8.55,13.4,0
3,3,179.62,13.24,254.23,0
6,4,482.45,45.51,57.23,0
6,0,295.27,9.29,1.98,1
6,4,183.61,20.65,69.2,0
5,3,172.84,3.97,2966.25,0
3,3,227.98,16.38,6.58,1
3,2,130.01,1.07,568.55,0
6,3,242.43,4.41,344.89,0
3,4,188.62,5.37,41.95,1
2,2,134.76,3.79,19.77,1
4,3,178.89,5.46,51.7,0
2,3,111.74,15.18,222.77,0
5,3,192.04,4.27,304.74,0
3,2,136.92,0.16,949.33,0
2,3,111.75,5.12,1088.51,0
7,2,276.72,16.89,67.92,0
5,2,330.78,6.18,91.18,0
5,3,217.85,0.0,11.13,1
4,3,280.2,0.29,31.62,0
6,3,264.02,1.8,162.65,0
5,4,291.84,10.04,156.6,0
4,5,244.37,15.3,96.94,0
8,2,754.88,46.5,192.94,0
2,3,99.24,0.0,406.51,1
7,3,368.87,12.84,10.47,0
3,4,142.68,12.41,4.72,0
4,4,339.09,0.13,813.16,1
2,4,156.53,13.82,60.06,0
4,3,299.58,6.14,69.57,0
4,2,226.32,2.66,58.21,1
10,2,699.32,11.47,32.86,0
8,3,397.94,14.13,1844.09,0
8,2,402.49,1.32,995.06,0
3,2,248.97,25.44,21.58,1
10,4,225.7,27.67,12.97,0
3,5,215.51,13.96,2743.51,0
6,0,314.81,28.25,128.97,0
2,4,117.04,16.42,18.99,0
4,4,112.83,0.0,68.04,0
8,3,551.42,16.84,14.1,0
7,3,360.4,11.35,395.98,0
5,4,305.72,6.12,64.38,0
5,0,301.39,28.32,7.59,0
2,4,89.29,0.67,138.81,0
5,2,305.73,23.31,220.43,0
4,3,208.51,29.27,1258.05,0
1,2,54.22,0.96,41.69,1
1,3,69.48,1.8,79.53,1
1,4,67.13,6.74,48.56,0
5,2,121.26,2.8,87.46,0
2,3,55.0,3.62,364.6,0
3,4,110.53,2.72,89.46,1
3,4,149.09,0.7,187.21,0
4,4,202.0,4.62,12.11,0
5,3,345.66,32.44,38.52,0
5,4,311.88,34.27,71.09,0
4,3,301.78,4.82,101.94,1
3,3,250.79,16.79,550.64,1
3,2,188.98,4.64,15.29,0
6,2,311.98,27.18,108.21,0
3,0,176.22,12.89,175.45,0
2,3,101.39,9.85,67.77,0
5,2,159.54,0.0,61.54,0
3,2,128.84,12.03,1058.85,0
6,2,377.98,57.67,331.0,1
3,3,144.8,3.44,121.15,0
5,4,297.49,28.85,267.99,0
1,3,58.98,0.89,144.44,1
3,3,109.31,1.16,104.44,0
3,1,249.29,0.29,141.85,0
5,3,274.92,9.92,21.12,1
8,3,510.69,51.18,511.57,0
3,2,156.3,3.99,69.3,1
6,5,332.03,25.45,23.72,0
5,4,436.57,34.69,298.05,0
8,5,298.64,20.49,9.09,1
5,3,290.56,6.26,110.75,0
1,4,87.0,6.35,2053.9,0
5,2,216.73,23.22,24.82,0
4,4,74.18,2.03,7.25,0
1,5,46.19,3.54,16.82,1
2,2,50.82,0.64,108.01,1
7,2,495.53,0.36,268.29,0
7,1,608.06,59.84,548.31,1
5,4,147.72,0.45,319.63,0
9,3,326.01,9.17,2.63,1
5,3,206.41,0.71,466.57,1
1,4,42.82,3.84,17.27,1
2,4,72.7,0.47,13.58,0
1,5,70.41,0.67,42.56,0
1,2,96.01,6.86,121.86,0
2,3,112.69,3.62,76.31,0
4,4,161.72,12.06,325.09,0
6,3,270.06,30.97,32.59,0
6,3,471.16,39.12,335.27,1
4,5,132.65,8.71,435.24,1
7,4,229.16,22.33,251.96,1
4,3,274.53,0.34,21.08,0
6,3,280.82,17.59,338.58,0
3,4,128.42,6.08,14.23,0
2,0,156.65,16.29,128.84,0
7,2,335.64,5.13,60.86,0
3,5,119.93,7.21,123.55,0
4,3,195.04,1.11,130.71,1
3,3,98.12,6.26,110.43,0
4,3,200.7,5.98,78.73,1
10,3,666.78,12.13,1881.96,0
1,3,64.64,2.18,115.79,0
6,4,192.5,22.78,10.81,1
1,3,83.13,2.09,580.58,0
3,3,135.7,10.78,2451.33,1
2,1,136.4,0.41,125.18,1
5,3,234.05,25.04,2097.49,0
1,4,56.65,6.25,67.66,0
4,3,240.35,25.88,591.51,1
2,4,110.48,0.98,47.74,0
2,2,174.4,13.13,15.74,0
5,3,417.99,0.79,0.89,1
2,1,159.63,0.67,102.61,0
2,3,171.19,3.04,152.03,0
2,3,154.37,4.23,75.17,0
4,3,314.08,7.42,22.55,0
4,2,280.74,19.49,52.0,0
1,5,60.53,1.79,121.6,0
2,4,135.04,0.46,3.91,0
3,3,208.17,3.5,236.04,0
3,3,143.45,0.36,134.71,0
6,3,213.19,26.3,112.83,0
5,5,173.49,4.76,131.65,1
4,4,156.32,16.16,291.55,0
3,3,207.84,5.22,211.2,0
5,5,149.61,3.82,87.84,0
6,2,416.88,10.84,582.85,0
4,3,279.01,4.26,307.77,0
5,3,287.93,33.68,79.94,0
5,2,214.0,13.14,124.34,0
4,5,191.44,4.21,266.57,0
3,2,257.26,31.77,5.94,0
5,3,284.47,32.28,46.14,0
2,2,68.16,6.24,522.26,0
5,4,248.25,0.51,133.15,1
5,2,261.56,4.32,138.81,0
6,0,439.93,34.09,14.62,0
3,0,198.96,1.11,4.2,1
2,3,62.65,6.86,41.08,0
1,3,56.99,5.14,104.85,0
5,1,256.25,15.9,233.8,0
6,1,359.68,5.66,1983.3,0
4,1,222.65,8.97,154.66,0
2,3,119.1,9.22,58.61,0
7,2,474.61,10.52,1930.73,1
9,3,509.35,1.0,904.47,0
3,1,139.92,0.35,93.03,1
4,4,257.25,19.61,68.6,1
5,2,253.17,7.53,550.15,1
5,4,174.43,2.65,22.93,0
8,4,317.25,7.41,60.86,0
1,5,34.91,3.16,148.94,0
4,4,301.9,10.43,30.91,1
5,3,195.71,3.62,724.75,0
6,2,280.46,41.88,81.06,0
6,1,375.95,0.0,50.03,1
8,4,201.7,25.37,236.43,1
4,3,118.98,0.83,68.7,0
6,4,351.27,10.49,161.65,0
3,3,166.5,7.06,480.21,0
3,4,147.04,1.56,94.47,0
2,4,79.21,2.08,1405.28,0
5,1,268.01,0.58,134.37,1
9,4,551.55,57.23,1489.03,0
2,2,108.61,12.41,24.45,0
1,4,35.32,0.0,9.05,0
5,5,236.19,15.69,91.45,1
4,4,127.84,5.69,2427.07,0
7,2,325.86,21.75,143.05,0
2,1,168.11,13.27,555.16,0
1,4,59.16,0.46,65.41,0
3,3,234.69,6.71,51.49,0
1,2,48.48,0.42,2066.35,0
2,3,136.55,0.31,14.23,0
2,0,73.43,2.26,54.92,0
2,3,192.07,5.46,72.94,0
1,4,46.02,4.21,529.11,1
7,3,478.6,0.72,92.38,0
2,1,217.25,7.29,96.65,0
3,5,193.07,12.65,903.11,0
6,3,494.13,10.96,506.51,1
4,3,212.17,3.61,582.71,0
4,1,218.39,24.77,1.3,1
5,2,329.65,20.72,104.55,0
6,2,168.35,0.47,253.9,0
6,4,239.79,5.97,141.49,0
4,3,178.12,9.55,119.56,0
6,3,504.66,11.47,10.88,1
4,4,192.91,14.17,123.99,0
2,5,90.82,9.23,95.08,0
6,3,530.26,9.1,1.68,1
4,3,225.17,3.56,3.62,0
6,4,336.7,12.61,195.77,0
1,3,79.16,1.68,115.87,0
3,0,202.41,15.13,205.7,0
7,3,337.81,5.68,14.96,0
2,3,135.14,8.9,13.77,0
7,5,325.08,41.93,131.19,1
7,3,355.23,1.55,88.01,0
6,3,299.3,30.26,29.13,0
4,4,177.17,5.5,148.91,0
4,1,279.51,17.27,332.64,0
6,4,232.39,3.03,640.03,0
5,3,298.73,16.91,6.38,0
4,1,216.38,2.95,539.17,0
9,3,502.65,2.28,2707.58,1
5,2,300.08,0.51,489.07,0
8,3,398.0,5.91,91.67,0
1,2,25.95,3.32,47.64,0
2,1,184.18,0.01,130.52,0
3,2,173.4,6.18,348.62,0
3,3,161.69,14.08,42.73,0
5,3,321.43,11.11,192.58,0
2,2,122.01,4.23,92.36,0
8,2,442.3,5.51,22.61,0
3,4,203.83,18.42,2574.76,1
