total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,remaining_units,leak_detected
6,1,359.68,5.54,1983.3,0
4,1,222.65,8.97,154.66,0
2,3,119.1,9.26,58.61,0
7,2,474.61,10.87,1930.73,1
9,3,509.35,1.48,904.47,1
3,1,139.92,0.11,93.03,1
4,4,257.25,19.86,68.6,1
5,2,253.17,7.47,550.15,1
5,4,174.43,2.72,22.93,0
8,4,317.25,7.36,60.86,1
1,5,34.91,3.2,148.94,0
4,4,301.9,10.37,30.91,1
5,3,195.71,3.73,724.75,0
6,2,280.46,47.76,81.06,0
6,1,375.95,0.0,50.03,1
8,4,201.7,25.52,236.43,1
4,3,118.98,0.89,68.7,1
6,4,351.27,10.31,161.65,0
3,3,166.5,7.21,480.21,0
3,4,147.04,1.32,94.47,0
2,4,79.21,1.89,1405.28,0
5,1,268.01,0.78,134.37,1
9,4,551.55,57.12,1489.03,0
2,2,108.61,12.65,24.45,0
1,4,35.32,0.0,9.05,0
5,5,236.19,15.32,91.45,1
4,4,127.84,6.09,2427.07,0
7,2,325.86,21.41,143.05,0
2,1,168.11,13.33,555.16,0
1,4,59.16,0.69,65.41,1
3,3,234.69,6.57,51.49,0
1,2,48.48,0.62,2066.35,1
2,3,136.55,0.23,14.23,0
2,0,73.43,2.11,54.92,0
2,3,192.07,5.62,72.94,0
1,4,46.02,4.42,529.11,1
7,3,478.6,0.85,92.38,1
2,1,217.25,7.4,96.65,0
3,5,193.07,12.93,903.11,1
6,3,494.13,11.0,506.51,1
4,3,212.17,3.73,582.71,0
4,1,218.39,24.82,1.3,1
5,2,329.65,20.46,104.55,0
6,2,168.35,0.62,253.9,1
6,4,239.79,5.97,141.49,0
4,3,178.12,9.59,119.56,0
6,3,504.66,11.38,10.88,1
4,4,192.91,14.08,123.99,0
2,5,90.82,9.53,95.08,0
6,3,530.26,9.21,1.68,1
4,3,225.17,3.52,3.62,1
6,4,336.7,12.68,195.77,0
1,3,79.16,1.69,115.87,0
3,0,202.41,14.75,205.7,0
7,3,337.81,5.44,14.96,0
2,3,135.14,8.92,13.77,0
7,5,325.08,41.76,131.19,1
7,3,355.23,1.55,88.01,1
6,3,299.3,30.19,29.13,0
4,4,177.17,5.38,148.91,0
4,1,279.51,17.41,332.64,0
6,4,232.39,2.63,640.03,0
5,3,298.73,17.16,6.38,0
4,1,216.38,2.95,539.17,0
9,3,502.65,2.3,2707.58,1
5,2,300.08,0.63,489.07,0
8,3,398.0,5.74,91.67,1
1,2,25.95,3.33,47.64,0
2,1,184.18,0.0,130.52,0
3,2,173.4,6.27,348.62,1
3,3,161.69,13.91,42.73,1
5,3,321.43,11.13,192.58,0
2,2,122.01,4.29,92.36,0
8,2,442.3,5.51,22.61,0
3,4,203.83,18.64,2574.76,1
3,4,220.08,19.21,13.1,1
2,3,118.98,1.06,62.4,1
4,3,207.31,5.37,118.0,1
1,3,44.15,0.57,0.68,1
2,2,134.52,12.22,349.02,0
5,5,176.54,2.35,135.26,0
2,4,90.37,10.54,325.6,1
2,2,150.98,4.92,122.84,1
5,2,375.04,29.28,174.88,0
1,3,79.12,0.0,12.87,1
3,2,303.44,5.1,450.41,1
1,3,60.15,2.31,91.35,0
3,4,181.33,0.34,90.36,0
5,2,279.61,5.91,98.66,0
1,3,38.83,1.42,0.56,1
6,4,214.6,2.83,178.23,0
6,2,283.17,1.64,46.97,1
1,2,54.4,3.66,157.8,1
10,5,470.51,0.23,111.44,0
2,2,95.04,10.82,12.32,1
1,0,75.01,7.04,2390.61,1
1,4,55.49,1.72,294.23,0
3,2,246.45,5.93,488.17,1
4,2,228.01,20.4,136.01,0
3,2,97.45,0.5,16.32,0
6,4,342.32,25.31,55.67,0
5,4,245.33,2.35,2161.17,0
3,3,234.94,2.87,349.9,0
5,3,281.66,8.63,10.91,0
7,2,314.14,5.61,74.14,0
1,4,53.7,4.2,127.28,0
3,4,124.66,0.73,126.56,1
3,2,184.19,4.74,70.07,0
3,5,197.32,6.2,1536.91,0
4,4,103.04,0.96,135.86,1
3,3,262.4,3.38,423.54,0
4,5,145.59,5.71,79.08,1
4,2,238.06,7.44,12.19,0
4,4,200.48,5.02,129.39,0
1,2,51.49,1.94,428.66,0
3,3,183.93,6.12,51.34,0
3,4,158.72,2.3,6.78,0
3,3,291.37,4.03,1187.45,0
7,4,465.68,6.94,101.06,0
3,2,199.85,3.53,129.1,0
1,3,82.7,5.12,5.88,1
3,1,241.59,4.67,1222.55,0
6,0,306.27,8.11,590.33,0
5,3,304.18,10.89,81.58,0
4,3,182.99,19.32,127.29,0
2,2,123.6,1.67,118.15,0
3,3,251.14,14.41,32.07,0
4,3,145.94,10.12,81.92,0
10,3,733.84,12.57,507.6,0
4,1,272.96,0.81,442.08,1
5,3,276.85,9.91,7.09,1
3,3,242.56,0.16,68.21,0
3,3,158.24,13.69,75.04,0
5,4,256.92,35.8,234.07,1
3,3,134.67,2.65,1568.42,1
10,4,323.06,0.5,73.46,1
3,5,122.04,14.13,1753.31,0
1,4,45.47,3.53,10.35,0
5,3,364.68,1.06,75.17,1
1,2,82.84,3.81,357.14,0
2,4,67.05,0.33,573.58,0
3,2,280.2,3.11,511.62,0
5,2,221.39,6.35,321.4,0
3,4,171.5,4.62,503.03,0
1,3,51.54,0.9,585.81,0
4,2,199.06,0.83,496.27,1
3,5,161.06,3.56,242.18,0
7,3,302.88,3.96,140.3,0
3,3,136.48,4.68,54.27,0
5,2,242.61,12.39,124.44,1
2,3,135.8,11.4,13.02,1
5,4,223.78,1.05,10.71,1
5,3,373.51,7.07,103.9,1
6,2,351.69,47.73,90.22,0
1,3,48.71,0.17,129.93,0
3,3,195.63,3.97,7.52,0
4,4,207.94,3.69,5.88,0
1,3,62.21,0.0,591.56,0
3,2,181.77,20.73,58.32,0
7,2,499.22,17.02,263.43,1
3,4,121.25,10.7,0.86,1
9,4,399.29,14.46,277.27,0
1,2,47.15,1.15,89.99,0
5,3,185.36,0.0,82.81,1
4,0,312.55,0.0,344.05,0
4,2,233.01,8.74,853.06,1
8,0,454.19,0.72,125.67,1
2,4,126.29,0.0,6.64,0
6,3,174.38,5.27,88.25,0
5,5,272.14,0.46,470.86,0
2,4,143.88,21.3,76.7,0
6,3,439.39,2.95,235.7,1
3,3,211.35,19.49,115.45,0
5,4,261.75,1.39,1.58,1
3,2,235.16,0.9,326.16,1
6,2,444.96,33.74,21.89,0
4,3,118.47,0.22,44.05,1
2,1,89.68,1.91,346.26,0
4,2,112.81,0.23,541.53,1
2,1,202.75,0.83,146.77,1
3,1,188.02,14.87,532.56,1
2,3,89.28,5.4,96.44,0
1,3,53.25,6.24,11.54,1
2,3,73.23,6.41,144.26,0
4,1,187.08,3.68,89.81,0
3,3,150.61,3.64,64.78,0
4,1,266.46,29.74,237.16,0
2,3,105.32,2.62,112.27,1
5,4,296.98,10.75,5.72,0
5,1,328.23,5.64,58.01,0
3,1,168.1,0.21,2269.2,0
6,3,224.19,20.69,28.9,0
4,2,141.5,4.04,165.81,1
5,2,218.69,16.92,55.85,0
2,2,192.21,2.13,3.18,1
1,2,75.96,2.48,28.75,0
6,5,405.68,0.42,49.48,1
6,4,295.9,26.63,13.2,0
2,3,108.99,3.4,7.89,1
3,4,169.25,13.56,32.33,0
4,0,253.29,7.65,72.33,0
4,1,201.67,5.85,7.4,0
6,2,231.74,28.16,79.22,1
2,3,118.96,0.83,1235.22,0
3,4,173.25,3.52,82.98,0
1,2,68.5,0.0,68.93,0
3,2,144.28,4.9,94.47,0
1,4,67.79,0.0,62.67,0
6,3,226.3,4.05,1.29,1
4,3,361.79,6.7,200.92,0
6,3,433.85,11.52,71.06,1
1,2,45.86,3.51,402.04,0
2,3,82.7,1.96,53.65,1
2,3,93.47,1.87,7.08,1
3,2,134.94,10.12,103.7,1
5,4,204.97,5.74,199.6,0
3,0,242.48,5.94,11.83,0
2,3,64.16,1.21,114.71,0
1,2,23.92,0.96,122.45,1
1,1,83.78,7.31,37.08,1
5,1,223.09,5.34,6.58,1
3,2,160.98,0.42,2148.03,0
5,3,284.53,0.68,5.23,1
5,2,173.49,4.14,43.45,0
2,4,171.65,4.02,2171.58,0
2,2,120.55,4.42,11.14,1
5,4,255.96,24.73,14.48,0
5,2,393.44,0.26,295.54,1
3,1,153.19,4.28,113.03,0
1,2,37.03,2.31,431.96,0
1,4,49.22,2.37,102.33,0
2,1,63.29,4.13,113.14,0
1,3,46.81,1.55,3.16,1
2,0,152.37,12.37,181.5,0
3,3,201.72,3.39,63.84,0
2,5,82.02,3.2,11.89,0
1,3,66.44,1.07,204.04,0
6,3,504.12,17.19,8.34,0
4,3,265.89,24.14,336.16,0
7,5,314.46,9.21,289.58,0
3,4,270.23,6.06,1277.22,1
4,1,170.48,2.18,22.34,0
2,1,132.32,3.68,53.42,0
4,3,234.69,7.23,46.42,1
2,3,143.35,3.13,12.96,0
1,2,68.51,2.74,126.62,0
7,3,463.99,8.3,50.32,0
4,3,273.11,2.21,545.06,1
7,3,267.92,5.61,463.2,0
3,3,122.82,4.19,149.78,1
3,4,212.97,7.36,9.85,1
3,2,229.14,5.19,320.46,1
5,4,232.45,7.53,2374.53,0
4,0,125.66,9.65,12.26,0
7,1,641.5,47.52,73.18,1
1,5,58.22,0.47,9.28,1
5,3,219.86,10.56,68.15,1
3,3,183.68,3.34,2742.31,1
2,2,120.29,0.15,475.0,0
4,2,154.96,12.29,9.91,0
4,3,207.94,2.54,2.16,1
2,3,81.19,7.47,138.68,1
2,3,147.15,1.71,446.17,1
3,2,177.14,10.54,145.89,0
3,3,184.85,13.19,59.08,0
3,3,156.12,0.36,36.85,1
2,5,90.0,9.56,131.35,1
1,3,45.17,0.0,250.12,1
8,3,256.71,3.64,6.13,1
7,4,461.57,14.12,155.05,0
3,3,197.65,3.58,98.31,1
10,3,653.97,45.77,26.82,0
4,3,201.05,28.18,339.36,0
1,4,52.14,5.37,429.39,0
1,3,46.62,1.85,37.27,0
7,2,382.57,1.69,141.15,0
4,3,191.48,6.81,10.04,0
6,3,414.96,27.58,100.54,0
6,3,376.9,29.43,382.86,0
3,2,150.34,15.76,78.61,0
1,3,35.05,0.95,6.1,1
2,3,124.78,1.94,55.91,0
1,3,26.11,1.12,13.12,1
2,3,115.25,1.54,3.1,1
3,4,205.15,1.05,126.42,1
1,4,61.2,4.53,323.13,1
2,3,168.01,4.0,7.02,1
3,5,179.69,4.33,2971.07,0
3,1,202.85,16.5,381.84,0
3,2,122.28,4.84,153.31,0
3,0,174.19,21.45,19.14,0
4,4,324.58,0.54,110.03,1
7,4,214.37,12.97,12.59,1
1,3,55.01,1.13,3.5,1
1,2,83.8,9.38,2055.41,0
6,3,306.9,16.4,1848.25,1
4,3,260.52,25.65,114.16,1
5,4,239.76,7.11,529.1,0
2,2,131.91,3.0,44.15,0
6,2,357.24,35.59,72.16,1
7,5,265.58,4.38,400.01,1
4,3,143.66,3.06,287.96,0
1,3,36.68,4.32,512.06,0
6,3,222.7,0.9,837.76,1
5,4,253.26,19.87,4.67,1
5,3,234.79,18.07,20.47,1
1,3,36.43,3.33,169.27,0
5,2,354.85,12.08,106.82,0
2,3,79.17,1.24,34.42,1
2,4,63.49,6.03,3.51,1
4,5,197.51,21.18,478.37,0
2,5,106.6,1.32,522.93,0
4,3,331.35,28.94,149.83,1
4,4,239.19,25.86,89.45,0
1,3,47.15,0.0,34.96,1
4,3,248.52,6.47,374.45,1
7,4,297.78,0.77,141.54,1
2,4,92.92,7.6,40.22,0
4,0,123.11,13.05,115.25,1
3,5,153.1,15.05,137.83,0
3,4,188.14,21.35,155.19,1
2,4,102.81,1.89,90.46,0
3,4,128.16,4.29,307.12,1
1,3,32.36,3.32,588.64,0
9,4,537.98,2.74,77.78,1
4,3,352.79,1.74,4.33,1
4,3,199.48,14.34,53.85,1
3,2,100.54,14.76,40.2,1
4,4,358.63,28.97,14.04,0
3,4,137.34,4.83,13.2,0
3,5,100.94,2.0,223.57,0
3,2,139.76,4.48,371.33,0
2,2,181.13,4.09,2578.55,1
2,3,78.13,1.39,44.37,1
4,4,108.09,1.12,82.81,0
6,4,278.97,1.08,10.72,0
2,3,95.81,4.02,333.98,0
1,4,47.28,0.69,114.14,1
2,1,113.46,0.0,104.95,0
8,3,471.94,43.94,129.16,1
6,0,362.37,40.01,58.13,1
4,1,245.3,4.89,5.95,0
7,4,410.09,28.14,196.41,0
3,3,209.78,5.4,35.82,1
9,1,572.9,15.96,4.6,1
2,3,115.66,12.16,14.98,1
2,1,93.54,0.39,369.66,1
4,3,178.83,18.13,900.77,0
3,2,179.76,4.94,862.64,0
4,2,171.96,4.27,70.29,0
3,2,105.22,1.25,210.55,0
4,3,218.37,1.0,60.17,1
2,1,145.49,3.59,175.03,0
1,3,66.8,7.42,12.53,0
7,3,294.33,11.33,178.92,0
6,4,332.73,11.5,37.88,0
8,4,355.76,33.17,141.28,1
5,4,360.26,6.11,48.87,0
5,3,318.49,1.11,2293.64,1
4,2,186.43,22.71,60.44,0
2,3,112.22,2.89,3.67,1
2,3,156.73,4.08,2587.9,0
2,3,161.87,4.05,93.5,0
6,3,439.6,37.58,43.21,0
2,3,69.85,7.33,144.98,0
7,4,307.06,10.35,11.25,0
4,5,167.22,4.4,65.88,0
5,4,320.33,6.53,77.32,0
1,1,86.95,8.24,350.97,1
2,5,160.91,1.44,6.09,1
7,3,339.55,9.97,282.31,0
2,3,83.81,6.21,8.82,0
2,0,122.78,2.5,64.56,0
2,3,64.3,0.96,310.42,1
2,3,93.31,1.02,141.92,0
2,2,55.77,5.42,125.64,0
4,1,314.01,18.58,524.15,0
3,3,199.79,0.58,97.72,1
4,3,214.63,5.47,782.88,0
2,1,168.17,2.4,964.61,0
5,3,288.63,1.0,3.16,1
5,1,300.34,11.09,65.45,0
1,3,41.35,1.81,82.44,1
3,2,112.59,13.38,123.65,0
1,5,63.67,1.17,87.23,0
5,0,373.88,6.49,790.31,1
5,3,264.68,4.01,64.08,0
6,2,454.87,13.51,113.26,0
2,2,147.51,1.95,37.95,0
3,2,211.68,3.86,243.4,0
2,5,90.56,6.68,377.64,0
3,0,217.23,8.4,58.49,0
4,3,158.53,0.34,11.19,1
1,3,75.37,2.27,244.25,1
5,4,242.62,33.33,7.36,1
4,3,201.93,17.79,113.53,0
6,2,183.54,4.35,10.5,0
2,3,98.9,10.23,56.92,1
6,5,142.63,2.75,1867.72,0
10,4,188.24,13.74,497.41,0
7,3,372.87,33.46,14.82,0
5,3,307.99,25.29,1525.03,0
5,2,428.3,11.23,23.21,1
4,3,186.97,19.11,81.13,1
2,2,99.57,10.03,105.23,0
4,1,301.45,1.28,3.63,1
5,3,176.31,13.57,532.2,0
9,1,497.08,12.68,1624.68,0
4,2,164.28,0.16,190.76,0
2,2,80.44,2.86,354.24,0
5,5,220.25,15.24,660.34,1
8,4,430.1,7.75,94.01,0
2,3,125.19,9.89,144.13,1
3,2,122.46,8.57,8.55,0
4,3,187.83,4.43,454.79,0
2,3,105.23,3.12,359.45,0
1,0,77.47,0.77,31.0,1
3,5,184.34,4.43,39.52,0
6,3,326.89,29.85,272.24,1
1,5,53.03,4.78,895.89,1
3,3,98.74,13.91,32.69,1
5,3,357.9,7.07,2750.4,0
7,3,372.21,34.84,330.08,1
9,0,448.78,38.52,390.67,1
3,4,152.8,0.21,583.41,1
7,3,277.46,0.18,105.44,0
1,3,31.76,2.24,10.0,1
5,3,258.92,1.44,2463.04,1
4,3,223.31,6.48,5.27,0
2,4,85.19,9.8,537.12,0
4,3,326.14,1.84,107.49,1
2,4,128.37,7.8,23.19,0
6,5,291.56,17.19,114.46,0
3,3,165.43,1.23,135.79,1
4,2,118.45,12.23,179.32,0
2,3,110.49,4.5,46.15,0
2,2,72.82,2.11,271.07,1
10,4,531.34,1.76,70.68,1
5,3,320.03,9.64,16.87,0
8,2,568.8,47.26,151.7,0
2,4,114.28,0.03,102.99,0
2,3,172.36,6.53,79.32,0
4,0,204.89,6.65,13.02,0
3,2,246.92,23.67,28.55,0
2,4,121.26,3.45,1238.47,0
5,3,309.62,22.91,4.27,1
3,5,85.23,1.77,2.35,1
2,3,84.89,0.0,739.52,0
3,2,138.59,13.76,6.38,0
4,3,177.69,2.55,1.81,1
5,1,435.88,9.21,53.7,0
3,4,98.38,0.0,567.98,0
4,3,195.73,2.34,1012.51,1
2,5,64.75,8.05,258.25,0
7,3,332.83,19.38,137.94,0
7,1,203.71,3.05,293.1,0
5,3,325.12,42.79,140.78,0
1,3,62.37,1.25,1.68,0
4,4,124.78,9.57,587.78,0
4,3,194.95,2.79,570.28,1
10,3,492.75,64.29,25.33,0
10,2,392.22,0.89,2690.8,1
6,2,166.55,12.13,450.46,0
1,3,33.01,0.51,78.71,0
7,3,311.44,6.92,8.37,0
4,3,285.06,26.0,87.7,0
5,3,276.21,1.0,5.78,1
3,2,127.93,4.13,4.75,1
3,3,179.1,7.28,533.96,1
3,0,124.12,1.05,128.96,1
2,3,139.29,0.21,83.64,0
3,0,104.93,0.57,572.15,1
6,3,317.77,2.21,0.93,1
1,0,69.06,0.91,9.91,1
2,5,83.78,0.0,201.14,1
2,3,89.1,9.08,222.43,0
3,3,227.23,11.69,53.69,1
10,4,504.98,9.35,415.69,0
2,2,128.52,0.0,224.08,0
2,3,146.39,0.0,107.99,1
7,4,315.35,9.14,89.44,0
6,3,323.5,2.7,9.21,1
1,3,33.42,0.51,95.05,0
5,3,261.83,12.33,82.07,1
4,3,79.35,1.42,67.09,0
5,3,256.85,0.46,24.82,1
3,1,230.14,18.27,14.38,0
10,3,545.75,11.48,2956.12,0
1,3,58.6,1.9,72.72,1
2,4,162.66,2.76,112.5,1
3,3,219.15,18.56,118.82,1
3,4,103.36,9.2,110.8,1
7,3,321.61,0.0,34.76,0
4,3,251.32,7.89,41.95,0
1,0,65.77,3.34,292.4,0
3,2,78.61,5.14,475.67,0
3,4,115.65,4.35,1.8,1
8,3,324.86,25.62,64.04,0
4,5,187.88,0.59,484.96,1
4,4,159.61,22.55,316.67,1
5,3,275.53,2.57,262.18,1
5,4,306.29,0.0,88.6,1
4,3,150.34,15.48,36.28,0
2,2,128.06,8.53,0.56,1
6,1,339.17,12.3,68.74,0
5,4,352.28,33.34,86.49,0
5,3,349.03,0.32,36.59,1
10,3,410.98,13.2,29.84,0
5,2,260.86,3.13,4.43,1
6,4,405.54,1.53,1798.7,1
7,4,525.8,9.85,133.53,0
2,3,144.37,13.03,6.72,1
3,3,194.02,0.95,2866.75,1
4,3,114.06,8.79,405.58,0
3,3,196.27,4.1,14.26,1
6,4,361.02,32.39,9.21,1
5,5,120.33,8.36,43.39,0
5,3,384.69,47.7,1019.2,1
10,2,463.34,13.43,91.62,1
2,2,98.78,2.95,6.71,0
5,4,335.99,0.19,42.16,1
4,4,258.85,21.79,279.03,1
3,1,156.75,2.75,133.09,0
2,1,191.92,18.23,63.83,1
6,3,201.26,15.15,5.79,0
4,2,338.55,26.59,2606.48,0
6,1,196.92,7.6,10.14,0
4,3,257.01,8.12,2317.55,0
2,4,83.26,2.95,500.03,1
3,3,125.44,0.72,115.49,1
3,3,166.42,3.84,5.47,0
8,4,310.4,5.94,2920.21,1
1,2,35.48,3.55,40.86,1
9,3,413.34,5.03,18.95,0
9,4,286.78,10.61,43.28,0
10,2,298.61,60.09,10.26,1
3,5,166.38,5.18,43.64,1
8,3,330.13,24.43,501.22,0
3,2,126.35,17.05,53.81,0
1,4,51.19,5.74,114.9,0
2,3,59.16,5.68,266.21,0
7,3,359.43,0.41,5.08,1
1,3,27.9,0.96,1.38,0
4,3,306.31,8.2,99.06,0
1,0,35.97,0.0,12.36,0
2,3,125.65,2.85,564.53,1
1,3,56.93,0.34,489.9,0
6,3,198.32,7.27,144.16,0
4,4,232.49,23.0,516.05,0
6,5,333.51,32.78,1477.06,1
5,0,298.5,5.79,35.61,0
8,4,621.12,40.13,323.4,0
4,2,221.72,27.06,99.72,0
4,4,209.8,18.18,112.11,1
4,5,168.0,0.66,396.94,1
3,3,151.35,3.15,14.18,0
6,3,224.7,24.85,106.62,0
4,4,183.68,18.42,498.05,0
5,4,257.9,21.48,74.07,1
5,2,277.75,10.85,237.48,0
2,3,86.98,2.24,211.23,0
4,3,127.84,7.33,42.35,0
2,4,115.05,2.13,14.76,1
4,2,207.04,3.92,49.38,0
4,3,242.27,11.5,450.21,0
10,3,456.61,17.99,39.2,0
1,4,47.07,4.55,111.73,0
1,2,30.68,3.66,312.59,0
1,5,34.72,0.8,7.63,0
3,0,280.81,8.66,8.15,1
6,2,373.55,5.3,127.76,1
6,3,384.88,6.96,5.1,1
5,2,354.56,1.0,380.84,1
6,4,353.6,34.49,28.44,1
3,4,95.08,12.12,332.16,1
1,3,36.52,1.36,2039.62,0
1,5,35.73,0.47,58.31,0
6,3,515.33,46.5,122.01,0
5,5,161.77,6.54,471.38,0
5,2,145.42,11.2,6.17,0
3,4,126.2,4.09,138.33,0
3,0,160.59,13.75,107.68,0
7,3,381.84,0.84,935.75,1
1,3,36.74,2.72,891.96,0
5,4,216.04,3.94,1.45,1
3,3,135.41,4.63,11.14,0
1,3,62.25,1.28,638.69,0
5,4,209.44,3.78,77.4,0
3,4,113.96,3.91,12.59,1
5,0,209.59,0.73,715.72,1
5,4,305.57,27.58,13.86,0
4,3,268.42,5.3,136.97,0
5,4,183.59,5.03,14.3,0
4,2,151.86,8.52,472.25,1
2,2,134.78,4.46,589.8,1
5,4,265.84,0.23,109.67,1
4,2,241.46,0.53,11.22,1
1,3,59.6,5.77,155.59,0
6,3,274.97,17.73,3.4,1
4,3,245.06,31.59,124.23,0
6,3,357.02,27.14,445.95,1
6,3,366.25,23.06,143.62,1
3,3,74.37,2.24,110.29,0
4,1,172.82,6.28,87.93,1
3,4,218.16,0.97,2.81,1
3,4,112.46,1.87,104.23,0
6,0,311.34,10.28,10.01,0
5,4,216.3,0.0,2543.93,1
2,2,118.05,9.39,139.47,0
4,2,208.1,21.52,307.88,1
10,3,682.47,61.98,526.0,1
4,3,202.01,4.63,22.3,0
5,1,252.68,0.1,76.56,0
5,4,375.48,6.34,378.72,0
3,5,107.43,2.28,313.68,0
3,5,172.4,14.45,13.36,0
5,1,157.57,14.77,72.76,1
3,4,108.52,3.11,1.65,1
4,3,208.55,3.27,14.56,0
5,4,243.68,10.74,244.37,1
5,4,399.98,9.0,12.09,1
2,3,105.45,8.63,1.88,1
2,3,207.75,17.4,545.37,0
2,3,103.9,11.55,20.99,0
4,3,126.14,4.01,48.96,0
3,5,131.98,0.96,373.75,1
4,4,341.31,1.2,2904.13,1
1,3,33.4,0.25,43.42,0
4,2,224.0,24.39,121.83,0
3,3,294.04,0.96,90.64,0
4,3,243.81,0.18,2523.61,1
3,2,264.59,21.29,142.16,1
2,4,140.65,0.41,79.29,0
6,4,249.18,7.69,118.09,0
2,2,164.07,5.41,81.64,1
5,4,145.39,3.44,10.35,0
7,4,576.34,7.25,118.02,1
4,3,122.91,1.76,129.33,0
6,3,284.22,0.04,3.81,0
2,4,68.9,2.26,6.07,0
3,3,92.67,2.11,145.94,0
3,3,152.37,3.95,2342.25,0
1,1,75.53,6.6,350.64,0
3,0,214.78,24.44,68.1,0
3,4,203.18,8.24,84.69,0
4,2,315.45,25.65,499.68,0
7,3,366.17,10.85,14.08,1
1,5,47.53,0.07,66.54,1
3,4,155.55,5.01,1.7,1
3,2,212.24,15.81,32.21,0
3,4,218.79,7.34,43.11,0
5,4,404.16,9.66,4.34,1
3,2,103.82,1.9,7.22,0
1,3,58.99,0.56,11.63,1
5,4,204.56,20.17,213.15,0
6,2,302.06,13.13,49.56,0
4,4,125.48,7.96,224.51,1
4,1,176.76,10.62,1118.56,1
2,3,89.41,2.8,665.81,0
2,2,217.87,0.62,8.01,1
2,4,83.34,1.06,57.48,1
3,2,150.24,14.6,379.03,1
7,3,271.93,10.44,1.73,1
4,2,181.72,1.44,143.19,1
2,4,119.3,8.52,11.13,0
2,2,124.05,12.15,9.26,1
3,4,259.31,29.06,67.77,0
4,3,196.27,15.42,63.18,1
3,2,112.17,8.99,352.13,0
3,3,141.35,0.26,55.48,0
4,3,170.96,12.6,146.8,0
2,3,77.29,1.57,261.8,0
1,4,53.34,5.98,89.24,0
1,1,73.4,0.0,479.33,0
2,4,84.15,0.5,60.41,0
1,4,38.04,2.76,98.33,0
3,2,188.14,16.2,91.9,0
5,3,324.08,23.51,11.8,0
5,3,201.22,13.11,11.53,1
4,3,155.52,16.39,278.47,1
6,3,411.64,15.67,106.9,0
2,2,170.5,12.27,42.73,0
6,3,339.81,10.82,134.49,0
3,2,172.17,12.33,85.64,0
3,3,130.36,0.68,67.22,1
3,4,195.8,3.84,514.89,0
1,1,69.66,6.16,403.23,0
8,3,560.85,42.58,4.96,1
2,3,89.13,0.0,178.11,0
3,3,124.6,2.53,133.56,1
3,3,156.4,12.45,25.54,0
1,0,89.28,2.56,113.83,0
2,3,167.1,19.67,6.79,0
1,3,68.69,1.45,329.1,1
2,3,70.3,0.9,146.64,1
6,2,297.65,17.07,52.96,1
3,2,187.96,0.73,442.6,1
2,3,132.68,6.46,4.53,1
4,1,309.17,5.14,91.29,0
10,2,622.45,12.4,60.04,0
2,4,80.12,3.07,20.6,1
2,1,148.08,0.11,323.79,0
8,3,441.03,2.21,9.96,1
2,3,105.07,3.59,90.48,0
4,2,169.5,0.62,1814.85,1
2,2,145.7,17.7,140.35,0
7,3,531.14,34.65,170.09,0
9,2,638.16,0.97,202.02,1
5,1,396.86,12.35,160.8,1
3,2,238.41,6.41,72.0,1
3,1,158.83,3.6,139.72,0
2,5,120.38,12.77,662.03,0
6,2,219.7,0.43,591.67,0
7,3,341.76,11.22,88.99,1
3,3,140.07,10.81,60.82,0
4,3,224.98,15.5,33.55,1
2,3,98.24,9.04,2.15,1
3,4,191.76,19.08,512.2,0
4,4,189.74,3.23,152.45,0
3,2,119.47,2.79,2.29,1
3,2,162.32,12.88,588.48,0
1,5,70.57,1.35,1.79,0
5,4,181.62,4.89,28.46,0
6,3,242.83,0.99,87.53,1
8,4,274.16,27.87,17.89,0
5,3,384.65,0.83,6.02,1
4,3,182.09,6.38,1808.71,1
2,4,62.92,8.09,417.55,0
10,3,667.61,23.17,126.01,1
4,4,133.07,15.96,553.31,0
5,3,313.27,8.27,9.29,0
5,4,231.13,21.5,803.37,0
6,3,221.74,7.06,62.94,0
1,4,38.1,1.69,2024.9,0
2,3,97.12,1.09,129.67,0
4,3,313.15,6.11,93.23,0
6,4,241.99,0.75,120.23,1
5,2,177.21,2.52,7.61,1
3,4,165.61,0.0,2974.15,0
3,3,248.38,18.92,534.42,1
5,3,373.6,24.56,1364.66,0
5,3,383.49,43.06,414.92,0
4,3,221.66,19.72,65.22,0
2,3,117.93,0.65,8.44,0
7,4,440.82,1.43,44.64,1
4,4,312.22,1.97,321.84,1
5,3,328.89,12.9,9.43,0
2,3,87.27,8.66,571.44,1
3,4,118.47,2.94,25.04,1
6,4,324.69,5.39,560.75,0
1,4,36.96,1.13,20.03,1
4,4,156.79,3.57,495.05,0
3,3,129.64,9.95,122.37,1
5,4,189.81,4.66,1.3,1
2,4,111.0,4.26,127.01,1
2,4,118.14,0.79,336.97,1
7,3,467.38,0.25,529.53,0
4,4,167.08,4.3,22.85,0
1,5,26.51,2.19,391.12,0
2,2,101.82,12.76,381.31,0
10,1,805.03,30.1,138.46,0
2,1,103.2,2.33,131.29,1
4,2,238.44,0.91,16.0,1
3,4,114.62,4.71,32.85,1
6,2,305.33,7.49,0.55,1
5,4,237.52,4.98,4.15,1
4,4,187.42,15.82,49.71,1
1,4,60.73,1.53,55.27,1
6,3,230.8,0.92,8.81,1
3,3,201.11,12.6,26.97,0
7,2,365.18,11.95,404.85,0
3,2,119.78,10.28,1103.95,0
